
【고지명】

*지명*     한자      지명     한자   
목천*     木川*     대목악    大木岳    충청
목천*     木川*     목주      木州      충청
목천*     木川*     신정      新定      충청
무령      撫寧      가산*     嘉山*     평안
무령      武靈      영광*     靈光*     전라
무릉      武陵      칠원*     漆原*     경상
무산      撫山      영변*     寧邊*     평안
무산      毋山      운봉*     雲峯*     전라
무산      茂山      무주*     茂朱*     전라
무성      武城      태인*     泰仁*     전라
무송      茂松      무장*     茂長*     전라
무시이    武尸伊    영광*     靈光*     전라
무안*     務安*     면주      綿州      전라
무안*     務安*     물량      勿良      전라
무안*     務安*     물아혜    勿阿兮    전라
무장*     茂長*     무송      茂松      전라
무장*     茂長*     사도      沙島      전라
무장*     茂長*     상로      上老      전라
무장*     茂長*     송미지    松彌知    전라
무장*     茂長*     송산      松山      전라
무장*     茂長*     장사      長沙      전라
무주      撫州      영변*     寧邊*     평안
무주      武州      광산*     光山*     전라
무주*     茂朱*     단천      丹川      전라
무주*     茂朱*     무산      茂山      전라
무주*     茂朱*     무풍      茂豊      전라
무주*     茂朱*     적천      赤川      전라
무주*     茂朱*     주계      朱溪      전라
무진      武珍      광산*     光山*     전라
무진      茂珍      광산*     光山*     전라
무풍      茂豊      무주*     茂朱*     전라
무학      舞鶴      강서*     江西*     평안
문경*     聞慶*     고사갈이성高思曷伊城경상
문경*     聞慶*     관문      冠文      경상
문경*     聞慶*     관산      冠山      경상
문경*     聞慶*     관현      冠縣      경상
문경*     聞慶*     문희      聞喜      경상
문성      文城      문화*     文化*     황해
문성      文城      자산*     慈山*     평안
문소      聞韶      의성*     義城*     경상
문의*     文義*     연산      燕山      충청
문의*     文義*     일모산    一牟山    충청
문주      文州      문천*     文川*     함경
문천      蚊川      경주*     慶州*     경상
문천*     文川*     매성      妹城      함경
문천*     文川*     문주      文州      함경
문천*     文川*     이균      伊均      함경
문화*     文化*     궐구      闕口      황해
문화*     文化*     문성      文城      황해
문화*     文化*     시령      始寧      황해
문화*     文化*     유주      儒州      황해
문희      聞喜      문경*     聞慶*     경상
물거      勿居      용담*     龍潭*     전라
물량      勿良      무안*     務安*     전라
물아혜    勿阿兮    무안*     務安*     전라
미곡      未谷      회인*     懷仁*     충청
미동부리  未冬夫里  남평*     南平*     전라
미질부성  彌秩夫城  흥해*     興海*     경상
미추홀    彌趨忽    인천*     仁川*     경기
밀산      密山      밀양*     密陽*     경상
밀산      密山      위원*     渭原*     평안
밀성      密城      밀양*     密陽*     경상
밀성      密城      안주*     安州*     평안
밀양*     密陽*     귀화      歸化      경상
밀양*     密陽*     밀산      密山      경상
밀양*     密陽*     밀성      密城      경상
밀양*     密陽*     밀주      密州      경상
밀양*     密陽*     응천      凝川      경상
밀양*     密陽*     추화      推火      경상
밀운      密雲      영변*     寧邊*     평안
밀주      密州      밀양*     密陽*     경상
박릉      博陵      박천*     博川*     평안
박주      博州      박천*     博川*     평안
박천*     博川*     덕창      德昌      평안
박천*     博川*     박릉      博陵      평안
박천*     博川*     박주      博州      평안
박평      博平      영흥*     永興*     함경
반월      半月      부여*     扶餘*     충청
발라      發羅      나주*     羅州*     전라
배천*     白川*     개흥      開興      황해
배천*     白川*     구택      구택      황해
배천*     白川*     도랍      刀臘      황해
배천*     白川*     백주      白州      황해
배천*     白川*     부흥      復興      황해
배천*     白川*     은천      銀川      황해
배천*     白川*     충익      忠翊      황해
배천*     白川*     치악성    雉岳城    황해
백령      白翎      강령*     康翎*     황해
백성      白城      안성*     安城*     경기
백오      白烏      평창*     平昌*     강원
백주      白州      배천*     白川*     황해
벌력천    伐力川    홍천*     洪川*     강원
벌수지    伐首只    당진*     唐津*     충청
벽골      碧骨      김제*     金堤*     전라
벽단      碧團      벽동*     碧潼*     평안
벽동*     碧潼*     벽단      碧團      평안
벽동*     碧潼*     음동      陰洞      평안
벽동*     碧潼*     임토      林土      평안
벽진      碧珍      성주*     星州*     경상
별사파의  別史波衣  통진*     通津*     경기
병산      屛山      비안*     比安*     경상
병산      屛山      웅천*     熊川*     경상
병옥      幷屋      비안*     比安*     경상
병평      幷平      가평*     加平*     경기
보령      保令      보은*     報恩*     충청
보령      保齡      보은*     報恩*     충청
보령*     保寧*     신읍      新邑      충청
보령*     保寧*     신촌      新村      충청
보성      甫城      진보*     眞寶*     경상
보성*     寶城*     복홀      伏忽      전라
보성*     寶城*     산양      山陽      전라
보성*     寶城*     패주      貝州      전라
보안      保安      부안*     扶安*     전라
보은*     報恩*     보령      保令      충청
보은*     報恩*     보령      保齡      충청
보은*     報恩*     삼년산    三年山    충청
보은*     報恩*     삼산      三山      충청
보주      保州      의주*     義州*     평안
보주      甫州      예천*     醴泉*     경상
복주      復州      연안*     延安*     황해
복주      福州      단천*     端川*     함경
복주      福州      안동*     安東*     경상
복천      福川      동복*     同福*     전라
복홀      伏忽      보성*     寶城*     전라
본피      本彼      성주*     星州*     경상
봉래      蓬萊      동래*     東萊*     경상
봉산      峯山      장기*     長鬐*     경상
봉산      蓬山      동래*     東萊*     경상
봉산      鳳山      고산*     高山*     전라
봉산      鳳山      금구*     金溝*     전라
봉산      鳳山      춘천*     春川*     강원
봉산*     鳳山*     봉양      鳳陽      황해
봉산*     鳳山*     봉주      鳳州      황해
봉산*     鳳山*     서암      栖巖      황해
봉산*     鳳山*     조파의    租坡衣    황해
봉산*     鳳山*     지하      池河      황해
봉산*     鳳山*     휴류성    鵂鶹城    황해
봉산*     鳳山*     휴암      鵂巖      황해
봉성      峯城      파주*     坡州*     경기
봉성      鳳城      구례*     求禮*     전라
봉성      鳳城      봉화*     奉化*     경상
봉성      鳳城      삼가*     三嘉*     경상
봉양      鳳陽      봉산*     鳳山*     황해
봉주      鳳州      봉산*     鳳山*     황해
봉화*     奉化*     고사마    古斯馬    경상
봉화*     奉化*     봉성      鳳城      경상
봉화*     奉化*     옥마      玉馬      경상
부거      富居      부령*     富寧*     함경
부령      夫寧      부안*     扶安*     전라
부령*     富寧*     부거      富居      함경
부령*     富寧*     석막      石幕      함경
부령*     富寧*     영산      寧山      함경
부림      富林      과천*     果川*     경기
부산      釜山      진위*     振威*     경기
부성      富城      서산*     瑞山*     충청
부성      賦城      태인*     泰仁*     전라
부소갑    扶蘇岬    개성*     開城*     경기
부안      富安      과천*     果川*     경기
부안*     扶安*     개화      皆火      전라
부안*     扶安*     계발      戒發      전라
부안*     扶安*     낭주      浪州      전라
부안*     扶安*     보안      保安      전라
부안*     扶安*     부령      夫寧      전라
부안*     扶安*     흔량매    欣良買    전라
부안*     扶安*     희안      喜安      전라
부양      斧壤      평강*     平康*     강원
부여      夫如      금화*     金化*     강원
부여*     扶餘*     남부여    南扶餘    충청
부여*     扶餘*     반월      半月      충청
부여*     扶餘*     사자      泗泚      충청
부여*     扶餘*     소부리    所夫里    충청
부여*     扶餘*     여주      餘州      충청
부이      鳧伊      청송*     靑松*     경상
부지      夫只      당진*     唐津*     충청
부진이    付珍伊    강령*     康翎*     황해
부차      浮槎      낙안*     樂安*     전라
부평      富平      금화*     金化*     강원
부평*     富平*     규양      桂陽      경기
부평*     富平*     길주      吉州      경기
부평*     富平*     수주      樹州      경기
부평*     富平*     안남      安南      경기
부평*     富平*     장제      長堤      경기
부평*     富平*     주부토    主夫吐    경기
부흥      復興      배천*     白川*     황해
북빈경    北濱京    강릉*     江陵*     강원
북원경    北原京    원주*     原州*     강원
북청*     北靑*     삼살      三撒      함경
북청*     北靑*     안북      安北      함경
북청*     北靑*     청주      靑州      함경
북청*     北靑*     청해      靑海      함경
북한산    北漢山    한성*     漢城*     서울
분령      分嶺      낙안*     樂安*     전라
분사      分沙      낙안*     樂安*     전라
분성      盆城      김해*     金海*     경상
분진      分津      통진*     通津*     경기
분차      分嵯      낙안*     樂安*     전라
비류      沸流      성천*     成川*     평안
비물      非勿      삭녕*     朔寧*     경기
비사벌    比斯伐    전주*     全州*     전라
비사벌    比斯伐    창녕*     昌寧*     경상
비사성    比史城    통진*     通津*     경기
비안*     比安*     병산      屛山      경상
비안*     比安*     병옥      幷屋      경상
비안*     比安*     비옥      比屋      경상
비안*     比安*     아화옥    阿火屋    경상
비열홀    比列忽    안변*     安邊*     함경
비옥      比屋      비안*     比安*     경상
비인*     庇仁*     비중      比衆      충청
비자화    比自火    창녕*     昌寧*     경상
비중      比衆      비인*     庇仁*     충청
비풍      比豊      회덕*     懷德*     충청
빈굴      賓屈      태인*     泰仁*     전라
빈양      濱陽      양근*     楊根*     경기
사도      沙島      무장*     茂長*     전라
사동화    斯同火    인동*     仁同*     경상
사라      沙羅      함안*     咸安*     경상
사량벌    沙梁伐    상주*     尙州*     경상
사로      斯盧      경주*     慶州*     경상
사물      史勿      사천*     泗川*     경상
사벌      沙伐      상주*     尙州*     경상
사복홀    沙伏忽    양성*     陽城*     경기
사산      蛇山      직산*     稷山*     충청
사수      泗水      사천*     泗川*     경상
사열이    沙熱伊    청풍*     淸風*     충청
사자      泗泚      부여*     扶餘*     충청
사정화    史丁火    신녕*     新寧*     경상
사주      泗州      사천*     泗川*     경상
사천*     泗川*     동성      東城      경상
사천*     泗川*     사물      史勿      경상
사천*     泗川*     사수      泗水      경상
사천*     泗川*     사주      泗州      경상
사파을    沙巴乙    양성*     陽城*     경기
사포      寺浦      남포*     藍浦*     충청
삭녕*     朔寧*     동량      㠉梁      경기
삭녕*     朔寧*     비물      非勿      경기
삭녕*     朔寧*     삭읍      朔邑      경기
삭녕*     朔寧*     소읍두    所邑豆    경기
삭녕*     朔寧*     승령      僧嶺      경기
삭녕*     朔寧*     안삭      安朔      경기
삭방      朔方      안변*     安邊*     함경
삭읍      朔邑      삭녕*     朔寧*     경기
삭정      朔庭      안변*     安邊*     함경
삭주      朔州      춘천*     春川*     강원
삭주*     朔州*     영새      寧塞      평안
산양      山陽      보성*     寶城*     전라
산양      山陽      산음*     山陰*     경상
산양      山陽      화순*     和順*     전라
산음*     山陰*     산양      山陽      경상
산음*     山陰*     지품천    知品川    경상
삼가*     三嘉*     가수      嘉壽      경상
삼가*     三嘉*     가수      嘉樹      경상
삼가*     三嘉*     가주화    加主火    경상
삼가*     三嘉*     기산      岐山      경상
삼가*     三嘉*     마장      麻杖      경상
삼가*     三嘉*     봉성      鳳城      경상
삼가*     三嘉*     삼기      三岐      경상
삼가*     三嘉*     삼지      三支      경상
삼강      三江      삼수*     三水*     함경
삼기      三岐      삼가*     三嘉*     경상
삼년산    三年山    보은*     報恩*     충청
삼등*     三登*     능성      能成      평안
삼등*     三登*     양양      陽壤      평안
삼봉      三鳳      정선*     旌善*     강원
삼산      三山      보은*     報恩*     충청
삼살      三撒      북청*     北靑*     함경
삼수*     三水*     삼강      三江      함경
삼주      三州      우봉*     牛峯*     황해
삼지      三支      삼가*     三嘉*     경상
삼척*     三陟*     실직      悉直      강원
삼척*     三陟*     진주      眞珠      강원
삼척*     三陟*     척주      陟州      강원
삼해양    三海洋    길성*     吉城*     함경
삼화*     三和*     우산      牛山      평안
삽량주    歃良州    양산*     梁山*     경상
상        裳        거제*     巨濟*     경상
상당      上黨      청주*     淸州*     충청
상락      上洛      상주*     尙州*     경상
상로      上老      무장*     茂長*     전라
상모      上芼      연풍*     延豊*     충청
상산      商山      상주*     尙州*     경상
상산      常山      진천*     鎭川*     충청
상산      象山      곡산*     谷山*     황해
상약      尙藥      영산*     靈山*     경상
상원*     祥原*     금달      今達      평안
상원*     祥原*     식달      息達      평안
상원*     祥原*     토산      土山      평안
상주      上州      상주*     尙州*     경상
상주*     尙州*     귀덕군    歸德軍    경상
상주*     尙州*     사량벌    沙梁伐    경상
상주*     尙州*     사벌      沙伐      경상
상주*     尙州*     상락      上洛      경상
상주*     尙州*     상산      商山      경상
상주*     尙州*     상주      上州      경상
상주*     尙州*     타아      陁阿      경상
상질      尙質      흥덕*     興德*     전라
상질      尙質      흥덕*     興德*     전라
상칠      上柒      흥덕*     興德*     전라
상칠      上柒      흥덕*     興德*     전라
새금      塞琴      해남*     海南*     전라
생천      狌川      낭천*     狼川*     강원
서경      西京      평양*     平壤*     평안
서도      西都      평양*     平壤*     평안
서령      瑞寧      서산*     瑞山*     충청
서림      西林      서천*     舒川*     충청
서산*     瑞山*     기        基        충청
서산*     瑞山*     부성      富城      충청
서산*     瑞山*     서령      瑞寧      충청
서산*     瑞山*     서주      瑞州      충청
서석      瑞石      광산*     光山*     전라
서성      瑞城      서흥*     瑞興*     황해
서암      栖巖      봉산*     鳳山*     황해
서야벌    徐耶伐    경주*     慶州*     경상
서원      瑞原      파주*     坡州*     경기
서원경    西原京    청주*     淸州*     충청
서주      瑞州      서산*     瑞山*     충청
서주      西州      서천*     舒川*     충청
서천*     舒川*     남양      南陽      충청
서천*     舒川*     서림      西林      충청
서천*     舒川*     서주      西州      충청
서천*     舒川*     설림      舌林      충청
서하      西河      증산*     甑山*     평안
서하      西河      풍천*     豊川*     황해
서해      西海      해주*     海州*     황해
서화      西火      영산*     靈山*     경상
서흥*     瑞興*     농서      농서      황해
서흥*     瑞興*     동주      洞州      황해
서흥*     瑞興*     서성      瑞城      황해
서흥*     瑞興*     오곡      五谷      황해
서흥*     瑞興*     오관      五關      황해
서흥*     瑞興*     옥곡      玉谷      황해
서흥*     瑞興*     우차탄홀  于次呑忽  황해
석릉      石陵      안동*     安東*     경상
석막      石幕      부령*     富寧*     함경
석산      石山      석성*     石城*     충청
석성*     石城*     석산      石山      충청
석성*     石城*     진악산    珍惡山    충청
석주      石州      강계*     江界*     평안
석주      碩州      연안*     延安*     황해
선곡      善谷      예안*     禮安*     경상
선사      仙槎      울진*     蔚珍*     강원
선산*     善山*     선주      善州      경상
선산*     善山*     숭선      嵩善      경상
선산*     善山*     일선      一善      경상
선산*     善山*     화의      和義      경상
선성      宣城      교하*     交河*     경기
선성      宣城      예안*     禮安*     경상
선위      宣威      정평*     定平*     함경
선주      善州      선산*     善山*     경상
선주      宣州      선천*     宣川*     평안
선천*     宣川*     선주      宣州      평안
선천*     宣川*     안화      安化      평안
선천*     宣川*     통주      通州      평안
설림      舌林      서천*     舒川*     충청
설산      雪山      옥과*     玉果*     전라
설성      雪城      음성*     陰城*     충청
설성      雪城      음죽*     陰竹*     경기
성대혜    省大兮    태안*     泰安*     충청
성산      星山      성주*     星州*     경상
성성      聖城      황주*     黃州*     황해
성안      成安      원주*     原州*     강원
성주      成州      성천*     成川*     평안
성주*     星州*     가야      伽倻      경상
성주*     星州*     경산      京山      경상
성주*     星州*     광평      廣平      경상
성주*     星州*     대주      岱州      경상
성주*     星州*     벽진      碧珍      경상
성주*     星州*     본피      本彼      경상
성주*     星州*     성산      星山      경상
성주*     星州*     신안      新安      경상
성주*     星州*     흥안      興安      경상
성천*     成川*     강덕진    剛德鎭    평안
성천*     成川*     다물      多勿      평안
성천*     成川*     비류      沸流      평안
성천*     成川*     성주      成州      평안
성천*     成川*     송양      松讓      평안
성천*     成川*     졸본부여  卒本扶餘  평안
성해      成海      풍천*     豊川*     황해
소도      所島      임피*     臨陂*     전라
소라      召羅      황간*     黃澗*     충청
소문      召文      의성*     義城*     경상
소부리    所夫里    부여*     扶餘*     충청
소성      邵城      인천*     仁川*     경기
소읍두    所邑豆    삭녕*     朔寧*     경기
소태      蘇泰      태안*     泰安*     충청
속함      速含      함양*     咸陽*     경상
송미지    松彌知    무장*     茂長*     전라
송산      松山      무장*     茂長*     전라
송산      松山      의주*     義州*     평안
송악      松岳      개성*     開城*     경기
송양      松壤      강동*     江東*     평안
송양      松讓      성천*     成川*     평안
송촌활달  松村活達  진위*     振威*     경기
송화*     松禾*     가화      嘉禾      황해
송화*     松禾*     마경이    麻耕伊    황해
송화*     松禾*     청송      靑松      황해
송화*     松禾*     판마곶    板麻串    황해
수덕      樹德      양덕*     陽德*     평안
수동      壽同      인동*     仁同*     경상
수성      䢘城      간성*     杆城*     강원
수성      守城      간성*     杆城*     강원
수성      水城      간성*     杆城*     강원
수성      水城      수원*     水原*     경기
수성      隋城      수원*     水原*     경기
수안*     遂安*     수주      遂州      황해
수안*     遂安*     요산      遼山      황해
수안*     遂安*     장률      獐栗      황해
수안*     遂安*     저새      猪塞      황해
수약      首若      춘천*     春川*     강원
수양      首陽      해주*     海州*     황해
수원*     水原*     매홀      買忽      경기
수원*     水原*     수성      水城      경기
수원*     水原*     수성      隋城      경기
수원*     水原*     수주      水州      경기
수원*     水原*     한남      漢南      경기
수주      愁州      종성*     鍾城*     함경
수주      樹州      부평*     富平*     경기
수주      水州      수원*     水原*     경기
수주      水酒      예천*     醴泉*     경상
수주      遂州      수안*     遂安*     황해
수지      首知      진천*     鎭川*     충청
수지의    首知衣    우봉*     牛峯*     황해
수춘      壽春      춘천*     春川*     강원
숙주      肅州      숙천*     肅川*     평안
숙천*     肅川*     숙주      肅州      평안
숙천*     肅川*     진국      鎭國      평안
숙천*     肅川*     평원      平原      평안
순성      蓴城      태안*     泰安*     충청
순안      順安      영천*     榮川*     경상
순안*     順安*     순화      順和      평안
순안*     順安*     안정      安定      평안
순안*     順安*     평교      平郊      평안
순의군    順義軍    전주*     全州*     전라
순정      順正      양산*     梁山*     경상
순주      順州      순천*     順川*     평안
순창*     淳昌*     도실      道實      전라
순창*     淳昌*     순화      淳化      전라
순창*     淳昌*     오산      烏山      전라
순창*     淳昌*     옥천      玉川      전라
순천*     順天*     감평      欿平      전라
순천*     順天*     승주      昇州      전라
순천*     順天*     승평      昇平      전라
순천*     順天*     승화      昇化      전라
순천*     順天*     평양      平陽      전라
순천*     順川*     순주      順州      평안
순천*     順川*     정융      靜戎      평안
순화      淳化      순창*     淳昌*     전라
순화      順和      순안*     順安*     평안
술이홀    述尒忽    파주*     坡州*     경기
숭선      嵩善      선산*     善山*     경상
습계      習磎      흡곡*     歙谷*     강원
습비곡    習比谷    흡곡*     歙谷*     강원
습천      습천      장단*     長湍*     경기
승령      僧嶺      삭녕*     朔寧*     경기
승산      升山      신천*     信川*     황해
승주      升州      신천*     信川*     황해
승주      昇州      순천*     順天*     전라
승천부    昇天府    풍덕*     豊德*     경기
승평      昇平      순천*     順天*     전라
승화      承化      전주*     全州*     전라
승화      昇化      순천*     順天*     전라
시령      始寧      문화*     文化*     황해
시리      時利      이성*     利城*     함경
시산      屎山      임피*     臨陂*     전라
시안      始安      괴산*     槐山*     충청
시염성    豉鹽城    연안*     延安*     황해
시진      市津      은진*     恩津*     충청
시질간    時叱間    이성*     利城*     함경
시흥      始興      금천*     衿川*     경기
식달      息達      상원*     祥原*     평안
식성      息城      안주*     安州*     평안
식성      息城      재령*     載寧*     황해
신계*     新溪*     담주      覃州      황해
신계*     新溪*     신성      新城      황해
신계*     新溪*     신은      新恩      황해
신녕*     新寧*     사정화    史丁火    경상
신녕*     新寧*     화산      花山      경상
신도      信都      가산*     嘉山*     평안
신라      新羅      경주*     慶州*     경상
신성      信城      신천*     信川*     황해
신성      新城      신계*     新溪*     황해
신안      信安      신천*     信川*     황해
신안      新安      성주*     星州*     경상
신은      新恩      신계*     新溪*     황해
신읍      新邑      보령*     保寧*     충청
신정      新定      목천*     木川*     충청
신주      信州      신천*     信川*     황해
신지      新知      진천*     鎭川*     충청
신창*     新昌*     굴직      屈直      충청
신창*     新昌*     기량      祁梁      충청
신창*     新昌*     온창      溫昌      충청
신천*     信川*     승산      升山      황해
신천*     信川*     승주      升州      황해
신천*     信川*     신성      信城      황해
신천*     信川*     신안      信安      황해
신천*     信川*     신주      信州      황해
신천*     信川*     화산      花山      황해
신촌      新村      보령*     保寧*     충청
신포      薪浦      은진*     恩津*     충청
실조출    失鳥出    임피*     臨陂*     전라
실직      悉直      삼척*     三陟*     강원
심봉      沈鳳      정선*     旌善*     강원
심주      沁州      강화*     江華*     경기
십곡성    十谷城    곡산*     谷山*     황해
쌍성      雙城      영흥*     永興*     함경
아나가야  阿那伽倻  함안*     咸安*     경상
아림      娥林      거창*     居昌*     경상
아막      阿莫      운봉*     雲峯*     전라
아목하    阿木河    회령*     會寧*     함경
아사      阿沙      이성*     利城*     함경
아산      牙山      함종*     咸從*     평안
아산*     牙山*     아술      牙述      충청
아산*     牙山*     아주      牙州      충청
아산*     牙山*     영인      寧仁      충청
아산*     牙山*     음봉      陰峯      충청
아산*     牙山*     음잠      陰岑      충청
아산*     牙山*     인주      仁州      충청
아선      牙善      함종*     咸從*     평안
아술      牙述      아산*     牙山*     충청
아시량    阿尸良    함안*     咸安*     경상
아영      阿英      운봉*     雲峯*     전라
아주      牙州      아산*     牙山*     충청
아주      鵝州      한산*     韓山*     충청
아진압    阿珍押    안협*     安峽*     강원
아혜      阿兮      청하*     淸河*     경상
아화옥    阿火屋    비안*     比安*     경상
안남      安南      고부*     古阜*     전라
안남      安南      부평*     富平*     경기
안남      安南      전주*     全州*     전라
안동*     安東*     고령      古寧      경상
안동*     安東*     고장      古藏      경상
안동*     安東*     고창      古昌      경상
안동*     安東*     고타야    古陀耶    경상
안동*     安東*     길주      吉州      경상
안동*     安東*     능라      綾羅      경상
안동*     安東*     복주      福州      경상
안동*     安東*     석릉      石陵      경상
안동*     安東*     영가      永嘉      경상
안동*     安東*     일계      一界      경상
안동*     安東*     지평      地平      경상
안동*     安東*     창녕      昌寧      경상
안동*     安東*     화산      花山      경상
안릉      安陵      안주*     安州*     평안
안릉      安陵      재령*     載寧*     황해
안변*     安邊*     등주      登州      함경
안변*     安邊*     비열홀    比列忽    함경
안변*     安邊*     삭방      朔方      함경
안변*     安邊*     삭정      朔庭      함경
안변*     安邊*     천성      淺城      함경
안변*     安邊*     학성      鶴城      함경
안북      安北      북청*     北靑*     함경
안북      安北      안주*     安州*     평안
안삭      安朔      삭녕*     朔寧*     경기
안삭      安朔      안협*     安峽*     강원
안삭      安朔      영변*     寧邊*     평안
안산*     安山*     연성      蓮城      경기
안산*     安山*     장구      獐口      경기
안산*     安山*     장항구    獐項口    경기
안서      安西      해주*     海州*     황해
안성*     安城*     내혜홀    奈兮忽    경기
안성*     安城*     백성      白城      경기
안수      安水      개천*     价川*     평안
안악*     安岳*     양산      楊山      황해
안악*     安岳*     양악      楊岳      황해
안양      安陽      춘천*     春川*     강원
안음*     安陰*     감음      感陰      경상
안음*     安陰*     남내      南內      경상
안음*     安陰*     마리      馬利      경상
안음*     安陰*     여선      餘善      경상
안음*     安陰*     이안      利安      경상
안음*     安陰*     화림      花林      경상
안절군    安節軍    공주*     公州*     충청
안정      安定      순안*     順安*     평안
안정      安定      풍기*     豊基*     경상
안주      安州      재령*     載寧*     황해
안주      安州      풍천*     豊川*     황해
안주*     安州*     밀성      密城      평안
안주*     安州*     식성      息城      평안
안주*     安州*     안릉      安陵      평안
안주*     安州*     안북      安北      평안
안주*     安州*     영주      寧州      평안
안주*     安州*     중반      重盤      평안
안주*     安州*     팽원      彭原      평안
안평      安平      홍주*     洪州*     충청
안풍      安風      재령*     載寧*     황해
안협*     安峽*     궁악      窮岳      강원
안협*     安峽*     아진압    阿珍押    강원
안협*     安峽*     안삭      安朔      강원
안화      安化      선천*     宣川*     평안
안흥      安興      용천*     龍川*     평안
알야산    閼也山    여산*     礪山*     전라
압독      押督      경산*     慶山*     경상
압량      押梁      경산*     慶山*     경상
액봉      頟蓬      파주*     坡州*     경기
야산      野山      여산*     礪山*     전라
야성      野城      영덕*     盈德*     경상
야시매    也尸買    낭천*     狼川*     강원
야시홀    也尸忽    영덕*     盈德*     경상
야아      夜牙      장단*     長湍*     경기
야야      耶耶      장단*     長湍*     경기
야차홀    也次忽    금성*     金城*     강원
약산      藥山      영변*     寧邊*     평안
양골      梁骨      영평*     永平*     경기
양구      楊溝      양구*     楊口*     강원
양구*     楊口*     양구      楊溝      강원
양구*     楊口*     양록      楊麓      강원
양구*     楊口*     요은홀차  要隱忽次  강원
양근*     楊根*     빈양      濱陽      경기
양근*     楊根*     영화      永化      경기
양근*     楊根*     익화      益和      경기
양근*     楊根*     항양      恒陽      경기
양덕*     陽德*     동양      東陽      평안
양덕*     陽德*     수덕      樹德      평안
양덕*     陽德*     양암      陽岩      평안
양량      陽良      양지*     陽智*     경기
양록      楊麓      양구*     楊口*     강원
양무      陽武      강진*     康津*     전라
양산      楊山      안악*     安岳*     황해
양산      襄山      양양*     襄陽*     강원
양산      陽山      양지*     陽智*     경기
양산*     梁山*     삽량주    歃良州    경상
양산*     梁山*     순정      順正      경상
양산*     梁山*     양주      梁州      경상
양산*     梁山*     양주      良州      경상
양산*     梁山*     의춘      宜春      경상
양성*     陽城*     사복홀    沙伏忽    경기
양성*     陽城*     사파을    沙巴乙    경기
양성*     陽城*     적성      赤城      경기
양악      楊岳      안악*     安岳*     황해
양악      陽岳      낙안*     樂安*     전라
양암      陽岩      양덕*     陽德*     평안
양양      襄陽      예천*     醴泉*     경상
양양      陽壤      삼등*     三登*     평안
양양*     襄陽*     덕녕      德寧      강원
양양*     襄陽*     양산      襄山      강원
양양*     襄陽*     양주      襄州      강원
양양*     襄陽*     이문      伊文      강원
양양*     襄陽*     익령      翼嶺      강원
양양*     襄陽*     익현      翼峴      강원
양원      陽原      양천*     陽川*     경기
양원      陽原      연안*     延安*     황해
양주      梁州      양산*     梁山*     경상
양주      楊州      한성*     漢城*     서울
양주      良州      양산*     梁山*     경상
양주      襄州      양양*     襄陽*     강원
양주*     楊州*     견주      見州      경기
양주*     楊州*     내소      來蘇      경기
양주*     楊州*     매성      買省      경기
양주*     楊州*     창화      昌化      경기
양지*     陽智*     양량      陽良      경기
양지*     陽智*     양산      陽山      경기
양지*     陽智*     추계      秋溪      경기
양천*     陽川*     공암      孔巖      경기
양천*     陽川*     양원      陽原      경기
양천*     陽川*     양평      陽平      경기
양천*     陽川*     제양      齊陽      경기
양천*     陽川*     제차파의  齊次巴衣  경기
양천*     陽川*     파릉      巴陵      경기
양평      陽平      양천*     陽川*     경기
언양*     彦陽*     거지화    居知火    경상
언양*     彦陽*     헌산      巘山      경상
언양*     彦陽*     헌양      巘陽      경상
여강      驪江      여주*     驪州*     경기
여량      礪良      여산*     礪山*     전라
여미      汝湄      화순*     和順*     전라
여미      餘美      해미*     海美*     충청
여산*     礪山*     낭산      朗山      전라
여산*     礪山*     알야산    閼也山    전라
여산*     礪山*     야산      野山      전라
여산*     礪山*     여량      礪良      전라
여산*     礪山*     지양초    只良肖    전라
여산*     礪山*     호산      壺山      전라
여선      餘善      안음*     安陰*     경상
여성      驪城      여주*     驪州*     경기
여읍      餘邑      해미*     海美*     충청
여주      餘州      부여*     扶餘*     충청
여주*     驪州*     골내근    骨乃斤    경기
여주*     驪州*     여강      驪江      경기
여주*     驪州*     여성      驪城      경기
여주*     驪州*     여흥      驪興      경기
여주*     驪州*     영의      永義      경기
여주*     驪州*     황려      黃驪      경기
여주*     驪州*     황리      黃利      경기
여주*     驪州*     황효      黃驍      경기
여촌      餘村      해미*     海美*     충청
여흥      驪興      여주*     驪州*     경기
역양      歷陽      영흥*     永興*     함경
연강      淵康      장연*     長淵*     황해
연기*     燕岐*     두잉지    豆仍只    충청
연기*     燕岐*     전기      全岐      충청
연달      淵達      진위*     振威*     경기
연덕      延德      평산*     平山*     황해
연삭      連朔      태천*     泰川*     평안
연산      延山      영변*     寧邊*     평안
연산      燕山      문의*     文義*     충청
연산*     連山*     황등야산  黃等也山  충청
연산*     連山*     황산      黃山      충청
연성      蓮城      안산*     安山*     경기
연성      連城      회양*     淮陽*     강원
연안*     延安*     동음홀    冬音忽    황해
연안*     延安*     복주      復州      황해
연안*     延安*     석주      碩州      황해
연안*     延安*     시염성    시염성    황해
연안*     延安*     양원      陽原      황해
연안*     延安*     염주      鹽州      황해
연안*     延安*     영응      永膺      황해
연안*     延安*     오원      五原      황해
연안*     延安*     온주      溫州      황해
연안*     延安*     해고      海皐      황해
연주      延州      영변*     寧邊*     평안
연주      連州      개천*     价川*     평안
연주      連州      연천*     漣川*     경기
